#Table1
objid,ra,dec,spiral,elliptical,uncertain,nvote,p_cs_debiased,p_el_debiased,p_mg,p_edge,p_acw,p_cw,p_dk,petroRad_g,petroRad_i,petroRad_r
1237648675034759339,165.734,0.6613333,0,0,1,29,0.129999995231628,0.75900000333786,0,0.0689999982714653,0,0,0.103000000119209,4.842037,4.790631,4.80021
1237648703495667946,165.9101,-0.6478333,0,0,1,61,0.324000000953674,0.656000018119812,0,0.0979999974370003,0.0489999987185001,0,0.0160000007599592,7.045564,5.828503,6.1005
1237648703495667981,165.8763,-0.6973889,0,0,1,23,0.0869999974966049,0.782999992370605,0,0.0430000014603138,0,0.0430000014603138,0.129999995231628,6.103378,6.358493,6.818077
1237648703498485899,172.32,-0.7123333,0,0,1,26,0.0379999987781048,0.731000006198883,0,0.0379999987781048,0,0,0.231000006198883,2.969723,9.518593,8.26881
1237648704026509448,152.0762,-0.3602222,0,0,1,32,0.10700000077486,0.662000000476837,0,0.0309999994933605,0,0.0309999994933605,0.218999996781349,5.293447,5.151367,5.20705
1237648720141746448,145.1963,-0.88,0,0,1,35,0.0780000016093254,0.794000029563904,0,0.028999999165535,0,0,0.114000000059605,2.924569,2.987178,3.086037
1237648720141877432,145.4632,-0.8442222,0,0,1,56,0.125,0.644999980926514,0,0.0179999992251396,0.0359999984502792,0.0179999992251396,0.214000001549721,2.895334,2.704359,2.893151
1237648720142008515,145.8216,-0.8466111,0,0,1,41,0.282000005245209,0.426999986171722,0,0.0979999974370003,0,0.0240000002086163,0.194999992847443,5.218726,5.162603,5.089256
1237648720142598523,147.1655,-0.8913056,0,0,1,37,0.0799999982118607,0.827000021934509,0,0.0270000007003546,0,0,0.0810000002384186,8.032439,5.759079,6.083085
1237648720142729411,147.4283,-0.8400556,0,0,1,24,0.0740000009536743,0.883000016212463,0,0,0.0419999994337559,0,0.0419999994337559,4.860075,4.49293,4.448138
1237648720142729442,147.4937,-0.8831389,0,0,1,45,0.0590000003576279,0.768999993801117,0.133000001311302,0,0,0.0219999998807907,0.0219999998807907,8.360818,8.667285,8.759789
1237648720142925900,147.9279,-0.9569722,0,0,1,34,0.0390000008046627,0.328999996185303,0.412000000476837,0,0,0.028999999165535,0.206000000238419,1.661111,1.754787,1.714917
1237648720143057118,148.2321,-0.8636389,0,0,1,25,0.416000008583069,0.344999998807907,0,0.0799999982118607,0.119999997317791,0,0.159999996423721,3.636596,3.30422,3.287077
1237648720143253667,148.585,-0.9420834,0,0,1,29,0.210999995470047,0.741999983787537,0,0.0689999982714653,0,0,0.034000001847744,7.788409,6.906264,7.080614
1237648720143384777,148.9659,-0.9928333,0,0,1,29,0.456999987363815,0.244000002741814,0,0.0689999982714653,0.0689999982714653,0.0689999982714653,0.172000005841255,4.560851,4.314331,4.394254
1237648720143450253,149.1045,-0.9076945,0,0,1,64,0.175999999046326,0.611999988555908,0.0939999967813492,0.0309999994933605,0.0160000007599592,0.0309999994933605,0.0780000016093254,7.300223,6.090377,6.495862
1237648720143646840,149.5702,-0.90525,0,0,1,53,0.34799998998642,0.44200000166893,0,0.0939999967813492,0,0,0.0939999967813492,4.097398,4.02443,4.172257
1237648720143712465,149.6464,-0.9159722,0,0,1,22,0.490000009536743,0.430000007152557,0,0.090999998152256,0.0450000017881393,0.0450000017881393,0.0450000017881393,4.983661,5.041636,5.180018
1237648720143777968,149.7943,-0.8594444,0,0,1,34,0.46399998664856,0.247999995946884,0,0.0590000003576279,0.206000000238419,0,0.206000000238419,3.605642,3.921751,4.139326
1237648720143974533,150.2203,-0.9024722,0,0,1,41,0.145999997854233,0.779999971389771,0.0240000002086163,0.0729999989271164,0.0240000002086163,0.0489999987185001,0.0489999987185001,4.587444,4.539841,4.550973
1237648720143974543,150.2485,-0.8420833,0,0,1,27,0.116999998688698,0.74099999666214,0,0.0370000004768372,0,0,0.111000001430511,5.470944,5.477287,5.684844
1237648720144040126,150.4612,-0.8465555,0,0,1,34,0.0590000003576279,0.824000000953674,0,0.028999999165535,0,0.028999999165535,0.118000000715256,3.273903,3.09803,3.106287
1237648720144040175,150.3833,-0.9390833,0,0,1,23,0.677999973297119,0.155000001192093,0,0.0869999974966049,0.129999995231628,0.0869999974966049,0.0869999974966049,5.236307,4.618505,5.034423
1237648720144105602,150.6398,-0.9093056,0,0,1,31,0.104000002145767,0.573000013828278,0,0.0649999976158142,0,0.0320000015199184,0.323000013828278,3.237976,3.336334,3.086585
1237648720144105646,150.5488,-0.8970556,0,0,1,27,0.187999993562698,0.610000014305115,0,0.0740000009536743,0.0370000004768372,0,0.185000002384186,3.015974,2.801906,2.795864
1237648720144105701,150.6422,-0.8719444,0,0,1,23,0.393999993801117,0.224999994039536,0.0869999974966049,0.0430000014603138,0.129999995231628,0.0430000014603138,0.17399999499321,4.626405,4.713861,4.901622
